# Pac-Man sprite ROM manifest
# columns: sprite_id nonzero_pixels colors bbox blank_rows multicolor_rows row_colors row_mask pattern_sha256 color_sha256
00 071 0,1,2,3 2,2,13,13   04 07 0,0,1,1,1,1,2,2,2,2,2,2,2,2,0,0 0000 0000 3000 3C00 0B00 0880 0478 02FC 0F7C 1FBC 1FBC 1FB8 1F80 0F00 0000 0000 9e059f2ed7bf05ce266a90a9b3dd9d02ab9f732f61c0a0d8f603c4290f811d8e e554573c559f8ebf1d7bbd68cd56aa94068fff64fb52aa17d1b08df2ead8d95c
11 084 0,1,2,3 1,4,12,14   05 03 0,0,0,0,2,1,1,2,3,3,3,3,3,3,3,0 0000 0000 0000 0000 3600 7F00 7F00 3F80 1F80 1FC0 1FE0 1FE0 7FF8 7FF8 7038 0000 56e1d1d9eed8ee52c945be9b90129dc1e2809627d517190881b93de27dc847db 744e930f6bb22c998df99a9354a79bc7add5987f9588028dcf6974b259c9388a
12 038 0,3     2,11,15,14  12 00 0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0E00 1F9C 3FFE 1FFF 0000 4b1cda2a87a58658e0d506c23d11786be3875ae1242f4d6793508dcea700b1a9 c16dede4b675686dc0860f9fdc3d9d1b59dd51f059d90ed798dffaa3d8927d1a
13 034 0,3     1,12,15,14  13 00 0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 3C0C 7FFE 3FFF 0000 a11e1415c336817a2c8365cfac55eec47e824fa529a8bc56e3edbef87cd6d028 166661fc98f87d2aadd7baafad361b7215ff53912f35a04fe1a380fff3f33616
14 000 0       none        16 00 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925 374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb
15 000 0       none        16 00 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925 374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb
16 193 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 F000 FE00 FF80 FFC0 FFE0 FFF0 FFF8 FFFC FFFC FFFE FFFE FFFE 7FFF 3FFF 1FFF 0FFF b81a3df7ed39aa9c73b2fa02abc9ba4b3b0e413cb0e450e3e1c631efd3b061c3 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
17 055 0,2     8,0,15,10   05 00 2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0 000F 007F 00FF 00FF 007F 003F 001F 000F 0007 0003 0001 0000 0000 0000 0000 0000 7ab17101ec79e8d9978cbece0619157f864535481c27feb6b2a3f79756f49d1e 8c48f324ed0479664a555b9474b28857bb9e83a256c6067a304fd4ac90e50739
18 193 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 0FFF 1FFF 3FFF 7FFF FFFE FFFE FFFE FFFC FFFC FFF8 FFF0 FFE0 FFC0 FF80 FE00 F000 fcc37533f0769061d7161aab34cdcb462e6737ab7938e211ccf49417781a08ce 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
19 055 0,2     8,5,15,15   05 00 0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2 0000 0000 0000 0000 0000 0001 0003 0007 000F 001F 003F 007F 00FF 00FF 007F 000F 27cb6026896172d1bf68951ea065d37b0e1200d8fc8004aa57f2e1b102c023d6 665349786b97c8ca29294e514b34e725b6fb864ed22821343691b178a3c87457
20 201 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 F000 FE00 FF80 FFC0 FFE0 FFF0 FFF8 FFFC FFFC FFFE FFFE FFFE FFFF FFFF FFFF 3FFF 69722d5cb1281130e05884dc4499e7020e3d28974e89687482bea0f3c12b4c0d 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
21 131 0,2     2,0,15,13   02 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0 000F 007F 01FF 03FF 07FF 0FFF 1FFF 3FFF 3FFF 0FFF 03FF 00FF 001F 0003 0000 0000 8925ced23e8d0158ea70b74fbaae134a0c31085135fe18c6610999cf9893e665 5976a15eace104c8b90da62bad67acc6f8daef0670dac527770b230aab474aaa
22 201 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 3FFF FFFF FFFF FFFF FFFE FFFE FFFE FFFC FFFC FFF8 FFF0 FFE0 FFC0 FF80 FE00 F000 1795d2fdfc3cb485859a18703325efced1eca3a67ab26f1513e1fe10cc2db98c 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
23 131 0,2     2,2,15,15   02 00 0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2 0000 0000 0003 001F 00FF 03FF 0FFF 3FFF 3FFF 1FFF 0FFF 07FF 03FF 01FF 007F 000F 0e530cbeb43d2bedead73aaa38e18fc17b9f0a5a9ed5b9032853041529d9973a ae2412a3adc92561c6c87f4ceed66a8b47dbb394aad9cd8a3be2be43c2d5aadd
24 203 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 F000 FE00 FF80 FFC0 FFE0 FFF0 FFF8 FFFC FFFC FFFE FFFE FFFE FFFF FFFF FFFF FFFF 6ecf6669c943783c1e12bcc45afab665ce2a361f681072c32b215134988ca8e3 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
25 203 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 000F 007F 01FF 03FF 07FF 0FFF 1FFF 3FFF 3FFF 7FFF 7FFF 7FFF FFFF FFFF FFFF FFFF 033d199186c9750567271bc61ed47eef0e179127f2c11e467216a051b4816e77 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
26 203 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 FFFF FFFF FFFF FFFF FFFE FFFE FFFE FFFC FFFC FFF8 FFF0 FFE0 FFC0 FF80 FE00 F000 c001c6730be0c775d54b4edaaefbf18fb38953da2212ae7629a4137d4bf0dc39 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
27 203 0,2     0,0,15,15   00 00 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2 FFFF FFFF FFFF FFFF 7FFF 7FFF 7FFF 3FFF 3FFF 1FFF 0FFF 07FF 03FF 01FF 007F 000F 5d47509fa580da1dec530398b872362cf15236225da3bec3eade19cca293e84b 292afde3b64e6636d68f1120d9242f1f85e38ef7bf306e4407c2303eb63791ef
28 158 0,1,3   1,1,14,14   02 04 0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 6E76 4662 0000 e5356020dd2af4d46c48cfaa25b59d89722284994db2ea50145d4a448ae5ebf0 35dbc84963a1b63207e6f99c9c248447a1089c0464c227d9ba00b89348d2a7dc
29 160 0,1,3   1,1,14,14   02 04 0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 7BDE 318C 0000 34cbd60e584585f7e26d1c7301668515761e9a3770f687960caa56f6d2e20576 35dbc84963a1b63207e6f99c9c248447a1089c0464c227d9ba00b89348d2a7dc
30 000 0       none        16 00 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925 374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb
31 000 0       none        16 00 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925 374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb
32 158 0,1,2,3 1,1,14,14   02 05 0,3,3,3,3,2,1,3,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 6E76 4662 0000 e5356020dd2af4d46c48cfaa25b59d89722284994db2ea50145d4a448ae5ebf0 77baab66657f7841fa816eeff4491b182e6faadbff843b346878c25da3291e44
33 160 0,1,2,3 1,1,14,14   02 05 0,3,3,3,3,2,1,3,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 7BDE 318C 0000 34cbd60e584585f7e26d1c7301668515761e9a3770f687960caa56f6d2e20576 77baab66657f7841fa816eeff4491b182e6faadbff843b346878c25da3291e44
34 158 0,1,2,3 1,1,14,14   02 05 0,3,3,3,3,3,2,2,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 6E76 4662 0000 e5356020dd2af4d46c48cfaa25b59d89722284994db2ea50145d4a448ae5ebf0 30d910f321c4e5544ef7d74c45a749c603b8ea54efe034b839c886a35932a3ed
35 160 0,1,2,3 1,1,14,14   02 05 0,3,3,3,3,3,2,2,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 7BDE 318C 0000 34cbd60e584585f7e26d1c7301668515761e9a3770f687960caa56f6d2e20576 30d910f321c4e5544ef7d74c45a749c603b8ea54efe034b839c886a35932a3ed
36 158 0,1,2,3 1,1,14,14   02 05 0,3,3,3,3,2,1,3,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 6E76 4662 0000 e5356020dd2af4d46c48cfaa25b59d89722284994db2ea50145d4a448ae5ebf0 77baab66657f7841fa816eeff4491b182e6faadbff843b346878c25da3291e44
37 160 0,1,2,3 1,1,14,14   02 05 0,3,3,3,3,2,1,3,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 7BDE 318C 0000 34cbd60e584585f7e26d1c7301668515761e9a3770f687960caa56f6d2e20576 77baab66657f7841fa816eeff4491b182e6faadbff843b346878c25da3291e44
38 158 0,1,2,3 1,1,14,14   02 05 0,3,1,1,2,2,3,3,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 6E76 4662 0000 e5356020dd2af4d46c48cfaa25b59d89722284994db2ea50145d4a448ae5ebf0 06eed40e9fd27ee4720f72a5e2c39c825233db5f21bb4f3fcf288a871a7bb682
39 160 0,1,2,3 1,1,14,14   02 05 0,3,1,1,2,2,3,3,3,3,3,3,3,3,3,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 3FFC 7FFE 7FFE 7FFE 7FFE 7FFE 7FFE 7BDE 318C 0000 34cbd60e584585f7e26d1c7301668515761e9a3770f687960caa56f6d2e20576 06eed40e9fd27ee4720f72a5e2c39c825233db5f21bb4f3fcf288a871a7bb682
40 043 0,2     1,4,15,10   09 00 0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0 0000 0000 0000 0000 318E 4A51 4A51 4A48 4A44 4A42 319F 0000 0000 0000 0000 0000 7907dbe7ddb9d3254b21a039252214535325df716907f7c96df8b52310b4d0c7 00f32fe3ee93c94a6e3aaf531afa7b2811dcc5b59765d0a1a428c7a8966c9935
41 042 0,2     1,4,15,10   09 00 0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0 0000 0000 0000 0000 3188 4A4C 4A4A 4A49 4A5F 4A48 3188 0000 0000 0000 0000 0000 4de55b0ad746aa1c3f7e294e56fa7a9b775e7317efbe1421a9300c74a4892dcc 00f32fe3ee93c94a6e3aaf531afa7b2811dcc5b59765d0a1a428c7a8966c9935
42 045 0,2     1,4,15,10   09 00 0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0 0000 0000 0000 0000 318E 4A51 4A51 4A4E 4A51 4A51 318E 0000 0000 0000 0000 0000 6f364ffbbb82bae170963f9540852feaffc0a9ba3ede85687a4eca4d2db57190 00f32fe3ee93c94a6e3aaf531afa7b2811dcc5b59765d0a1a428c7a8966c9935
43 050 0,2     0,4,15,10   09 00 0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0 0000 0000 0000 0000 6339 9485 9485 94BD 94A5 94A5 6319 0000 0000 0000 0000 0000 fb09b39909bf3a5b3ea882c75dff29eb55f536275b35dfa607596c623b5b3711 00f32fe3ee93c94a6e3aaf531afa7b2811dcc5b59765d0a1a428c7a8966c9935
44 076 0,3     6,1,14,13   03 00 0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0 0000 03E0 03F8 01FC 00FC 007E 003E 001E 003E 007E 00FC 01FC 03F8 03E0 0000 0000 665e18b387416ec06b34e715cf33538288f173b0c074682884a22d0db7cc4f28 d6946ca7473c0a5be193d6a1eb85c9c1a97a0d245ae3e6308ce0925b3ef306e3
45 076 0,3     2,1,14,9    07 00 0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0 0000 03E0 0FF8 1FFC 1FFC 3F7E 3E3E 3C1E 380E 3006 0000 0000 0000 0000 0000 0000 f0566ebb4cede99d5c8e7609c9cb59acb5c072de0296e961f79a7f9888138ffb 9c46d7c65e8f153e1fa3628af1ebe732842ed8cb4d4ae66fb8747dcbee34785f
46 110 0,3     3,1,14,13   03 00 0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0 0000 03E0 0FF8 1FFC 1FFC 07FE 00FE 001E 00FE 07FE 1FFC 1FFC 0FF8 03E0 0000 0000 b2e45264a333148b37ed032ce28d9152605d589afa422c9af58fd77047c6942d d6946ca7473c0a5be193d6a1eb85c9c1a97a0d245ae3e6308ce0925b3ef306e3
47 111 0,3     2,1,14,12   04 00 0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0 0000 03E0 0FF8 1FFC 1FFC 3FFE 3F7E 3F7E 3E3E 3E3E 1E3C 1C1C 0C18 0000 0000 0000 130d26e0d9102d8eb74408ee804e106bf5a30db14bd7a5eed7bb2c5bf7dbe306 0059f4d3a156e1a2b12e1a125b68d7938c0e1c0392ea8c4eea0ea878b5514e98
48 137 0,3     2,1,14,13   03 00 0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0 0000 03E0 0FF8 1FFC 1FFC 3FFE 3FFE 3FFE 3FFE 3FFE 1FFC 1FFC 0FF8 03E0 0000 0000 3b69819bbd26956e50ba77efb6a2af27ad1385d5201b8191a1d8c5424bf2515c d6946ca7473c0a5be193d6a1eb85c9c1a97a0d245ae3e6308ce0925b3ef306e3
49 108 0,1,2,3 0,0,15,15   00 09 2,2,2,2,2,1,3,1,1,3,3,1,2,2,2,2 0802 0404 0208 8E78 5F70 3FD8 3FB8 3D78 1C7C 0EFC 1FDC 1B98 1FF8 366C 4002 8001 7887dd220cc0c02ec77fd32ffd509fd50cb3d5d08d599bf3bce43efe575a0b2b 3815b31b95a102964523bdf8f45cb42dcf90464fcd75ef2d73549e9439f43ae8
50 147 0,1,2,3 1,1,14,14   02 11 0,3,3,2,2,2,3,3,3,3,3,3,3,3,1,0 0000 03C0 03C0 13C8 3FFC 3FFC 3FFC 7FFE 3FFE 3FFE 3FFE 3FFE 1FFE 7E76 7C62 0000 5e17ee4170bd1c562161669c11bc507ad310f3be331108a1f7bdfb8c6a89bc74 3062d63fd8f4cd215c810d676f09c924a93183046ca011b85c0776a567244277
51 149 0,1,2,3 1,1,14,14   02 12 0,3,3,3,2,2,2,3,3,3,3,3,3,3,1,0 0000 03C0 0FF0 1FF8 3FFC 3FFC 279C 77DE 3FFE 3FFE 3FFE 3FFE 1FFE 7E76 7C62 0000 dfde269b1c4f9963d42a8e4a7d75491bc56f3e4fcd8d729236679ea986d55a65 6727c641da2a4f923bcaa492d6b9ed2fad9d7f472248c00b423b8e7c504b8429
52 076 0,3     2,3,14,11   07 00 0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0 0000 0000 0000 3006 380E 3C1E 3E3E 3F7E 1FFC 1FFC 0FF8 03E0 0000 0000 0000 0000 0e475002d51d0547159feb247277e97b9cd7349cdab5eeabdbcff851d3acfb3f 8519d96cf30588b9202311b4f1b9a6fee493adddcf280fa5aeb88b59dd5d68b7
53 077 0,3     1,4,15,11   08 00 0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0 0000 0000 0000 0000 2002 780F 7C1F 7F7F 3FFE 3FFE 1FFC 0770 0000 0000 0000 0000 c312ce9109c75c74ca862734b7880f49d2c1bd5ca4e565f1d79c32b85aab06d7 1a96b461a511fc5d85ba3a41c5521220cb75e8eeb8aec807dbeedbde9a6a590c
54 063 0,3     1,6,15,11   10 00 0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0 0000 0000 0000 0000 0000 0000 7007 7E3F 7FFF 3FFE 1FFC 0770 0000 0000 0000 0000 d1587b36b61adb1cdeb58365e40a11d2f5c2bf05021739a398f15b4c8b6fc6fc 237c4db15c546ce74d8cada09860f60bc434d8eafcf985343af413f8cd6edd05
55 059 0,3     1,7,15,11   11 00 0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0 0000 0000 0000 0000 0000 0000 0000 780F 7FFF 7FFF 3FFE 0F78 0000 0000 0000 0000 f8a2d2ed5ed1bee0b3bd529ed4863754ee92014f479cbe5cea297fdbb3753462 ad2a0d7f4f142090ebf6aa2a0855ed8dd351fcd79b67732c9318a73b31fbb713
56 058 0,3     1,8,15,12   11 00 0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0 0000 0000 0000 0000 0000 0000 0000 0000 07F0 7FFF 7FFF 3FFE 0F78 0000 0000 0000 91873a20b19640c0414d4c1ec18c2dbcabf01c235f6d3881fa2f71dad7779915 090b208cb75b379537acf4b7e64eb777144f5b4287629d0907d91088f6149544
57 056 0,3     1,8,15,13   10 00 0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0 0000 0000 0000 0000 0000 0000 0000 0000 01C0 07F0 3FFE 7FFF 3F7E 0E38 0000 0000 31f2128a9d800d1c8e5e7009c4f5cf1ec02fdb76f622ce017cfdb4af59830cd0 fe9882d80cf4b7b2020c8a9ac8f09c60588e58b5b346f9e138a072b3a4b3955d
58 053 0,3     2,8,14,14   09 00 0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0 0000 0000 0000 0000 0000 0000 0000 0000 0080 01C0 07F0 0FF8 3FFE 3F7E 1E3C 0000 25ff1b31b4f6329fe7ad31c2194d811f75a52ce0355426fa0f316590d850d121 4c77b3f05052c863f589be89be2cb95c467b1cd6fc85581b838d40a2f19e3291
59 036 0,3     4,8,12,14   09 00 0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0 0000 0000 0000 0000 0000 0000 0000 0000 0080 01C0 03E0 03E0 07F0 0FF8 0770 0000 51bba1c35e19360d9ea4ded1c0571cd4efe0e506e70bbd726da2f4217653da53 4c77b3f05052c863f589be89be2cb95c467b1cd6fc85581b838d40a2f19e3291
60 018 0,3     6,8,10,14   09 00 0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0 0000 0000 0000 0000 0000 0000 0000 0000 0080 0080 01C0 01C0 01C0 03E0 0140 0000 828138a3bbfacd3023d8fed00462c17656e53d3a8a6ab8361d74639e5bdf5ff0 4c77b3f05052c863f589be89be2cb95c467b1cd6fc85581b838d40a2f19e3291
61 006 0,3     8,8,8,13    10 00 0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0 0000 0000 0000 0000 0000 0000 0000 0000 0080 0080 0080 0080 0080 0080 0000 0000 45ed474084485125df7651eec6617443571c21010f9170190ca4131a15adc2f5 fe9882d80cf4b7b2020c8a9ac8f09c60588e58b5b346f9e138a072b3a4b3955d
62 020 0,3     3,6,13,15   06 00 0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3 0000 0000 0000 0000 0000 0000 0220 0148 0810 0400 000C 1800 0010 0408 0940 0220 87d4f74ebda15701d18c7830ae31766f1aef0d58d8351fe44eced7945ebdca0b 9d4512ef97173f7856f81d9c3f49cf37915e7e786640905a2c2826ee2a7f3968
63 000 0       none        16 00 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925 374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb
